Survey,Tow,Date,Animal,Orientation,Taxa,Length,Calibration_mm,Body,Body_m,Height_scaled,Height_m,Y_low,Y_high,Midsection
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.4175,0.0091,0.0681259351543346,0.0015,-0.00101834420094548,0.000471944693523168,1.0291973047384e-05
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.42,0.0092,0.0682339680932504,0.0015,-0.00101522130242604,0.000477430866597863,1.47601353351646e-05
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.4225,0.0092,0.0683420010321663,0.0015,-0.0010120984039066,0.000482917039672558,1.92282976229451e-05
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.425,0.0093,0.0684500339710821,0.0015,-0.00100897550538715,0.000488403212747253,2.36964599107269e-05
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.4275,0.0094,0.068558066909998,0.0015,-0.00100585260686771,0.000493889385821949,2.81646221985063e-05
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.43,0.0094,0.0686660998489138,0.0015,-0.00100272970834827,0.000499375558896644,3.26327844862881e-05
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.4325,0.0095,0.0687741327878296,0.0015,-0.000999606809828828,0.000504861731971339,3.71009467740687e-05
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.435,0.0095,0.0688821657267454,0.0015,-0.000996483911309385,0.000510347905046033,4.15691090618505e-05
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.4375,0.0096,0.0689901986656614,0.0015,-0.000993361012789946,0.000515834078120729,4.60372713496323e-05
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.44,0.0096,0.0690982316045771,0.0015,-0.000990238114270502,0.000521320251195425,5.0505433637414e-05
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.4425,0.0097,0.069206264543493,0.0015,-0.000987115215751061,0.00052680642427012,5.49735959251946e-05
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.445,0.0097,0.0693142974824088,0.0015,-0.000983992317231619,0.000532292597344815,5.94417582129752e-05
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.4475,0.0098,0.0694223304213246,0.0015,-0.000980869418712177,0.00053777877041951,6.3909920500757e-05
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.45,0.0098,0.0695303633602405,0.0015,-0.000977746520192736,0.000543264943494205,6.83780827885376e-05
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.4525,0.0099,0.0696383962991562,0.0015,-0.000974623621673293,0.0005487511165689,7.28462450763182e-05
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.455,0.01,0.0697464292380721,0.0015,-0.000971500723153852,0.000554237289643595,7.73144073640999e-05
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.4575,0.01,0.0698544621769879,0.0015,-0.000968377824634409,0.00055972346271829,8.17825696518805e-05
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.46,0.0101,0.0699624951159038,0.0015,-0.000965254926114968,0.000565209635792985,8.62507319396623e-05
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.4625,0.0101,0.0700705280548196,0.0015,-0.000962132027595526,0.00057069580886768,9.07188942274441e-05
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.465,0.0102,0.0701785609937354,0.0015,-0.000959009129076084,0.000576181981942375,9.51870565152247e-05
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.4675,0.0102,0.0702495987679201,0.0015,-0.000955076942830567,0.00058166815501707,9.96552188030053e-05
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.47,0.0103,0.0702684080742493,0.0015,-0.000950002232736475,0.000587154328091765,0.000104123381090786
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.4725,0.0103,0.0702872173805784,0.0015,-0.000944927522642381,0.000592640501166461,0.000108591543378569
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.475,0.0104,0.0703060266869076,0.0015,-0.000939852812548289,0.000598126674241157,0.000113059705666349
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.4775,0.0104,0.0703248359932366,0.0015,-0.000934778102454195,0.000603612847315852,0.00011752786795413
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.48,0.0105,0.0703436452995657,0.0015,-0.000929703392360102,0.000609099020390547,0.000121996030241911
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.4825,0.0106,0.0703624546058948,0.0015,-0.00092462868226601,0.000614585193465242,0.000126464192529694
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.485,0.0106,0.0703812639122239,0.0015,-0.000919553972171916,0.000620071366539937,0.000130932354817474
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.4875,0.0107,0.070400073218553,0.0015,-0.000914479262077823,0.000625557539614632,0.000135400517105255
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.49,0.0107,0.070418882524882,0.0015,-0.00090940455198373,0.000631043712689327,0.000139868679393035
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.4925,0.0108,0.0704376918312111,0.0015,-0.000904329841889637,0.000636529885764022,0.000144336841680816
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.495,0.0108,0.0704565011375403,0.0015,-0.000899255131795544,0.000642016058838719,0.000148805003968598
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.4975,0.0109,0.0704753104438694,0.0015,-0.000894180421701451,0.000647502231913414,0.00015327316625638
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.5,0.0109,0.0704941197501984,0.0015,-0.000889105711607358,0.000652988404988108,0.00015774132854416
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.5025,0.011,0.0705129290565276,0.0015,-0.000884031001513266,0.000658474578062803,0.000162209490831941
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.505,0.011,0.0705317383628566,0.0015,-0.000878956291419171,0.000663960751137499,0.000166677653119724
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.5075,0.0111,0.0705505476691858,0.0015,-0.000873881581325079,0.000669446924212194,0.000171145815407503
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.51,0.0112,0.0705693569755148,0.0015,-0.000868806871230985,0.000674933097286888,0.000175613977695285
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.5125,0.0112,0.0705881662818439,0.0015,-0.000863732161136893,0.000680419270361583,0.000180082139983065
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.515,0.0113,0.070606975588173,0.0015,-0.0008586574510428,0.000685905443436279,0.000184550302270847
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.5175,0.0113,0.0706257848945021,0.0015,-0.000853582740948706,0.000691391616510974,0.000189018464558629
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.52,0.0114,0.0706930070105307,0.0015,-0.000848508030854614,0.00069793684400425,0.00019348662684641
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.5225,0.0114,0.0707827065024912,0.0015,-0.00084343332076052,0.000704973775334727,0.00019795478913419
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.525,0.0115,0.0708724059944518,0.0016,-0.000838358610666427,0.000712010706665203,0.000202422951421972
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.5275,0.0115,0.0709621054864123,0.0016,-0.000833283900572335,0.000719047637995678,0.000206891113709753
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.53,0.0116,0.0710518049783729,0.0016,-0.000828209190478241,0.000726084569326154,0.000211359275997534
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.5325,0.0116,0.0711415044703335,0.0016,-0.000823134480384149,0.00073312150065663,0.000215827438285315
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.535,0.0117,0.0712312039622939,0.0016,-0.000818059770290056,0.000740158431987105,0.000220295600573096
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.5375,0.0118,0.0713209034542544,0.0016,-0.000812985060195962,0.000747195363317581,0.000224763762860877
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.54,0.0118,0.071397318748956,0.0016,-0.000807619751644731,0.000754232294648056,0.000229231925148659
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.5425,0.0119,0.0713962428929805,0.0016,-0.000800559285426862,0.000761269225978532,0.00023370008743644
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.545,0.0119,0.071395167037005,0.0016,-0.000793498819208994,0.000768306157309009,0.00023816824972422
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.5475,0.012,0.0713940911810295,0.0016,-0.000786438352991126,0.000775343088639484,0.000242636412012001
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.55,0.012,0.0713930153250539,0.0016,-0.000779377886773257,0.000782380019969959,0.000247104574299784
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.5525,0.0121,0.0713919394690783,0.0016,-0.000772317420555388,0.000789416951300435,0.000251572736587564
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.555,0.0121,0.0713908636131028,0.0016,-0.000765256954337519,0.000796453882630911,0.000256040898875345
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.5575,0.0122,0.0713897877571272,0.0016,-0.00075819648811965,0.000803490813961386,0.000260509061163126
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.56,0.0123,0.0713887119011517,0.0016,-0.000751136021901782,0.000810527745291862,0.000264977223450907
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.5625,0.0123,0.0713876360451762,0.0016,-0.000744075555683913,0.000817564676622338,0.000269445385738689
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.565,0.0124,0.0713865601892006,0.0016,-0.000737015089466045,0.000824601607952814,0.00027391354802647
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.5675,0.0124,0.0713854843332251,0.0016,-0.000729954623248176,0.000831638539283289,0.00027838171031425
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.57,0.0125,0.0713844084772496,0.0016,-0.000722894157030308,0.000838675470613765,0.000282849872602031
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.5725,0.0125,0.0713833326212741,0.0016,-0.00071583369081244,0.000845712401944241,0.000287318034889814
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.575,0.0126,0.0713822567652985,0.0016,-0.000708773224594571,0.000852749333274717,0.000291786197177594
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.5775,0.0126,0.071381180909323,0.0016,-0.000701712758376703,0.000859786264605193,0.000296254359465375
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.58,0.0127,0.0713801050533475,0.0016,-0.000694652292158834,0.000866823195935668,0.000300722521753157
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.5825,0.0127,0.0713790291973718,0.0016,-0.000687591825940964,0.000873860127266143,0.000305190684040939
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.585,0.0128,0.0713779533413964,0.0016,-0.000680531359723097,0.00088089705859662,0.000309658846328719
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.5875,0.0129,0.0713768774854208,0.0016,-0.000673470893505226,0.000887933989927096,0.0003141270086165
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.59,0.0129,0.0713758016294452,0.0016,-0.000666410427287358,0.000894970921257571,0.00031859517090428
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.5925,0.013,0.0713747257734697,0.0016,-0.00065934996106949,0.000902007852588047,0.000323063333192062
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.595,0.013,0.0713435060925869,0.0016,-0.000652289494851622,0.000908385372676763,0.000327531495479844
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.5975,0.0131,0.0711879431339617,0.0016,-0.000645229028633753,0.000912042821393227,0.000331999657767625
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.6,0.0131,0.0710323801753365,0.0016,-0.000638168562415884,0.00091570027010969,0.000336467820055405
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.6025,0.0132,0.0708768172167114,0.0016,-0.000631108096198016,0.000919357718826154,0.000340935982343187
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.605,0.0132,0.0707212542580862,0.0015,-0.000624047629980147,0.000923015167542617,0.000345404144630968
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.6075,0.0133,0.070565691299461,0.0015,-0.000616987163762279,0.00092667261625908,0.000349872306918749
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.61,0.0133,0.0703927597019741,0.0015,-0.00060954674988499,0.000930330064975544,0.00035434046920653
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.6125,0.0134,0.0700591681950157,0.0015,-0.000598591820158058,0.000933987513692008,0.00035880863149431
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.615,0.0135,0.0697255766880573,0.0015,-0.000587636890431127,0.000937644962408472,0.000363276793782092
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.6175,0.0135,0.069391985181099,0.0015,-0.000576681960704195,0.000941302411124935,0.000367744956069874
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.62,0.0136,0.0690583936741407,0.0015,-0.000565727030977266,0.000944959859841398,0.000372213118357655
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.6225,0.0136,0.0687248021671823,0.0015,-0.000554772101250335,0.000948617308557862,0.000376681280645436
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.625,0.0137,0.068391210660224,0.0015,-0.000543817171523404,0.000952274757274325,0.000381149442933217
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.6275,0.0137,0.0680576191532656,0.0015,-0.000532862241796473,0.00095593220599079,0.000385617605220999
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.63,0.0138,0.0677240276463071,0.0015,-0.00052190731206954,0.000959589654707252,0.000390085767508779
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.6325,0.0138,0.0673904361393489,0.0015,-0.000510952382342611,0.000963247103423715,0.00039455392979656
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.635,0.0139,0.0670568446323905,0.0015,-0.000499997452615678,0.00096690455214018,0.000399022092084341
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.6375,0.0139,0.0667232531254322,0.0015,-0.000489042522888749,0.000970562000856643,0.000403490254372122
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.64,0.014,0.0663896616184738,0.0015,-0.000478087593161817,0.000974219449573107,0.000407958416659904
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.6425,0.0141,0.0660560701115154,0.0014,-0.000467132663434886,0.000977876898289569,0.000412426578947685
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.645,0.0141,0.0657224786045571,0.0014,-0.000456177733707955,0.000981534347006034,0.000416894741235467
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.6475,0.0142,0.0653888870975987,0.0014,-0.000445222803981024,0.000985191795722497,0.000421362903523247
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.65,0.0142,0.0650552955906404,0.0014,-0.000434267874254093,0.00098884924443896,0.000425831065811028
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.6525,0.0143,0.064721704083682,0.0014,-0.000423312944527162,0.000992506693155424,0.000430299228098809
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.655,0.0143,0.0643881125767236,0.0014,-0.00041235801480023,0.000996164141871887,0.00043476739038659
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.6575,0.0144,0.0640545210697653,0.0014,-0.0004014030850733,0.00099982159058835,0.000439235552674372
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.66,0.0144,0.0637209295628069,0.0014,-0.00039044815534637,0.00100347903930481,0.000443703714962152
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.6625,0.0145,0.0633873380558485,0.0014,-0.000379493225619437,0.00100713648802128,0.000448171877249934
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.665,0.0145,0.0630537465488902,0.0014,-0.000368538295892506,0.00101079393673774,0.000452640039537715
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.6675,0.0146,0.0627201550419318,0.0014,-0.000357583366165576,0.0010144513854542,0.000457108201825495
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.67,0.0147,0.0623865635349735,0.0014,-0.000346628436438645,0.00101810883417067,0.000461576364113277
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.6725,0.0147,0.0620529720280151,0.0014,-0.000335673506711714,0.00102176628288713,0.000466044526401058
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.675,0.0148,0.0617537429360711,0.0014,-0.000325470271994428,0.00102542373160359,0.000470512688688839
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.6775,0.0148,0.061490594379892,0.0013,-0.00031605631703727,0.00102908118032006,0.000474980850976621
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.68,0.0149,0.061227445823713,0.0013,-0.000306642362080112,0.00103273862903652,0.000479449013264402
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.6825,0.0149,0.060964297267534,0.0013,-0.000297228407122954,0.00103639607775299,0.000483917175552182
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.685,0.015,0.0607011487113549,0.0013,-0.000287814452165795,0.00104005352646945,0.000488385337839964
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.6875,0.015,0.0604380001551758,0.0013,-0.000278400497208637,0.00104371097518591,0.000492853500127745
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.69,0.0151,0.0601748515989968,0.0013,-0.000268986542251479,0.00104736842390237,0.000497321662415527
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.6925,0.0151,0.0599117030428178,0.0013,-0.000259572587294323,0.00105102587261884,0.000501789824703307
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.695,0.0152,0.0596485544866387,0.0013,-0.000250158632337165,0.0010546833213353,0.000506257986991088
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.6975,0.0153,0.0593854059304597,0.0013,-0.000240744677380006,0.00105834077005177,0.00051072614927887
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.7,0.0153,0.0591222573742807,0.0013,-0.000231330722422849,0.00106199821876823,0.00051519431156665
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.7025,0.0154,0.0588591088181016,0.0013,-0.00022191676746569,0.00106565566748469,0.000519662473854431
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.705,0.0154,0.0585959602619226,0.0013,-0.000212502812508532,0.00106931311620116,0.000524130636142213
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.7075,0.0155,0.0583178346971071,0.0013,-0.000203088857551374,0.00107264293536519,0.000528598798429994
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.71,0.0155,0.0578500003562288,0.0013,-0.000193674902594215,0.00107182278019847,0.000533066960717775
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.7125,0.0156,0.0573821660153507,0.0013,-0.000184260947637057,0.00107100262503175,0.000537535123005557
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.715,0.0156,0.0569143316744726,0.0012,-0.000174846992679899,0.00107018246986503,0.000542003285293339
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.7175,0.0157,0.0564464973335944,0.0012,-0.000165433037722741,0.0010693623146983,0.000546471447581119
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.72,0.0158,0.0559786629927162,0.0012,-0.000156019082765583,0.00106854215953158,0.0005509396098689
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.7225,0.0158,0.0555108286518381,0.0012,-0.000146605127808425,0.00106772200436486,0.000555407772156681
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.725,0.0159,0.0550429943109599,0.0012,-0.000137191172851267,0.00106690184919814,0.000559875934444462
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.7275,0.0159,0.0545751599700817,0.0012,-0.000127777217894108,0.00106608169403141,0.000564344096732243
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.73,0.016,0.0541073256292036,0.0012,-0.00011836326293695,0.00106526153886469,0.000568812259020024
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.7325,0.016,0.0536394912883255,0.0012,-0.000108949307979793,0.00106444138369797,0.000573280421307805
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.735,0.0161,0.0531716569474473,0.0012,-9.95353530226354e-05,0.00106362122853125,0.000577748583595587
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.7375,0.0161,0.0527038226065691,0.0012,-9.01213980654762e-05,0.00106280107336453,0.000582216745883369
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.74,0.0162,0.0522359882656909,0.0011,-8.07074431083183e-05,0.0010619809181978,0.000586684908171148
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.7425,0.0162,0.0517681539248128,0.0011,-7.12934881511603e-05,0.00106116076303108,0.00059115307045893
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.745,0.0163,0.051359360460641,0.0011,-6.31710818923929e-05,0.00106034060786436,0.000595621232746712
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.7475,0.0164,0.0510260081167052,0.0011,-5.66989878593468e-05,0.00105952045269764,0.000600089395034492
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.75,0.0164,0.0506926557727694,0.0011,-5.02268938263008e-05,0.00105870029753092,0.000604557557322274
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.7525,0.0165,0.0503593034288335,0.0011,-4.37547997932547e-05,0.00105788014236419,0.000609025719610055
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.755,0.0165,0.0500259510848977,0.0011,-3.72827057602086e-05,0.00105705998719747,0.000613493881897835
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.7575,0.0166,0.0496925987409618,0.0011,-3.08106117271613e-05,0.00105623983203075,0.000617962044185617
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.76,0.0166,0.0493592463970259,0.0011,-2.43385176941152e-05,0.00105541967686403,0.000622430206473397
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.7625,0.0167,0.0490258940530902,0.0011,-1.78664236610704e-05,0.0010545995216973,0.000626898368761179
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.765,0.0167,0.0486925417091543,0.0011,-1.13943296280231e-05,0.00105377936653058,0.00063136653104896
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.7675,0.0168,0.0483591893652185,0.0011,-4.92223559497698e-06,0.00105295921136386,0.000635834693336742
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.77,0.0168,0.0480258370212827,0.0011,1.5498584380691e-06,0.00105213905619714,0.000640302855624522
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.7725,0.0169,0.0476924846773468,0.001,8.02195247111518e-06,0.00105131890103042,0.000644771017912303
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.775,0.017,0.047359132333411,0.001,1.44940465041613e-05,0.00105049874586369,0.000649239180200085
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.7775,0.017,0.0470257799894752,0.001,2.09661405372073e-05,0.00104967859069697,0.000653707342487865
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.78,0.0171,0.0466924276455394,0.001,2.74382345702534e-05,0.00104885843553025,0.000658175504775647
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.7825,0.0171,0.0463590753016035,0.001,3.39103286032995e-05,0.00104803828036353,0.000662643667063427
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.785,0.0172,0.0460257229576677,0.001,4.03824226363456e-05,0.00104721812519681,0.000667111829351208
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.7875,0.0172,0.0456923706137319,0.001,4.68545166693917e-05,0.00104639797003008,0.000671579991638991
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.79,0.0173,0.045359018269796,0.001,5.3326610702439e-05,0.00104557781486336,0.000676048153926772
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.7925,0.0173,0.0450256659258603,0.001,5.97987047354838e-05,0.00104475765969664,0.000680516316214553
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.795,0.0174,0.0446923135819243,0.001,6.62707987685311e-05,0.00104393750452992,0.000684984478502334
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.7975,0.0174,0.0443589612379885,0.001,7.2742892801576e-05,0.00104311734936319,0.000689452640790115
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.8,0.0175,0.0440256088940527,0.001,7.92149868346233e-05,0.00104229719419647,0.000693920803077896
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.8025,0.0176,0.0436922565501169,0.001,8.56870808676694e-05,0.00104147703902975,0.000697220637230547
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.805,0.0176,0.043358904206181,0.0009,9.21591749007166e-05,0.00104065688386303,0.000693418044950216
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.8075,0.0177,0.0430255518622452,0.0009,9.86312689337627e-05,0.00103983672869631,0.000689615452669886
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.81,0.0177,0.0425448557546232,0.0009,0.000105103362966808,0.00103579335502707,0.000685812860389555
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.8125,0.0178,0.0420338241662424,0.0009,0.000111575456999855,0.00103108637754849,0.000682010268109226
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.815,0.0178,0.0414313260768053,0.0009,0.000120048426476757,0.00102637940006991,0.000678207675828897
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.8175,0.0179,0.0406859115794678,0.0009,0.000131647763834684,0.00102167242259133,0.000674405083548566
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.82,0.0179,0.0399404970821303,0.0009,0.000143247101192611,0.00101696544511275,0.000670602491268234
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.8225,0.018,0.0391950825847929,0.0009,0.000154846438550537,0.00101225846763417,0.000666799898987905
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.825,0.018,0.0384496680874554,0.0008,0.000166445775908465,0.00100755149015559,0.000662997306707574
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.8275,0.0181,0.037704253590118,0.0008,0.00017804511326639,0.00100284451267702,0.000659194714427244
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.83,0.0182,0.0369588390927805,0.0008,0.000189644450624317,0.000998137535198437,0.000655392122146913
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.8325,0.0182,0.0362134245954429,0.0008,0.000201243787982245,0.000993430557719856,0.000651589529866583
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.835,0.0183,0.0354680100981055,0.0008,0.000212843125340171,0.000988723580241279,0.000647786937586253
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.8375,0.0183,0.0347225956007681,0.0008,0.000224442462698098,0.0009840166027627,0.000643984345305923
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.84,0.0184,0.0339771811034305,0.0007,0.000236041800056025,0.00097930962528412,0.000640181753025591
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.8425,0.0184,0.0332317666060931,0.0007,0.000247641137413952,0.000974602647805541,0.000636379160745262
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.845,0.0185,0.0324863521087556,0.0007,0.000259240474771879,0.000969895670326963,0.000632576568464931
